4.187343293800950050e+01,1.252874876372516155e+01
4.187343042343854904e+01,1.252873895689845085e+01
4.187341072596609592e+01,1.252872831188142300e+01
4.187339169904589653e+01,1.252872495912015438e+01
4.187337552197277546e+01,1.252869847230613232e+01
4.187336395494639874e+01,1.252864214591681957e+01
4.187336395494639874e+01,1.252864214591681957e+01
4.187334056943655014e+01,1.252856251783668995e+01
4.187334995716810226e+01,1.252851063385605812e+01
4.187334484420716763e+01,1.252847861498594284e+01
4.187333604320883751e+01,1.252844215370714664e+01
4.187329832464456558e+01,1.252842077985405922e+01
4.187329832464456558e+01,1.252842077985405922e+01
4.187328818254172802e+01,1.252837107516825199e+01
4.187327736988663673e+01,1.252835129387676716e+01
4.187327443622052670e+01,1.252832581289112568e+01
4.187326043844223022e+01,1.252830636687576771e+01
4.187324836850166321e+01,1.252828608267009258e+01
4.187323093414306641e+01,1.252827049233019352e+01
4.187321869656443596e+01,1.252824970521032810e+01
4.187320092692971230e+01,1.252824249677360058e+01
4.187317435629665852e+01,1.252824014984071255e+01
4.187314879149198532e+01,1.252824241295456886e+01
4.187313311733305454e+01,1.252823637798428535e+01
4.187310679815709591e+01,1.252823210321366787e+01
4.187308500520884991e+01,1.252823646180331707e+01
4.187307612039148808e+01,1.252822338603436947e+01
4.187306497246026993e+01,1.252820125780999660e+01
4.187307335436344147e+01,1.252815247513353825e+01
4.187306346371769905e+01,1.252812221646308899e+01
4.187305759638547897e+01,1.252808441407978535e+01
4.187304460443556309e+01,1.252805675379931927e+01
4.187302214093506336e+01,1.252803596667945385e+01
4.187300126999616623e+01,1.252800738438963890e+01
4.187298341654241085e+01,1.252797251567244530e+01
4.187296011485159397e+01,1.252793982625007629e+01
4.187293429858982563e+01,1.252791618928313255e+01
4.187291711568832397e+01,1.252788039855659008e+01
4.187290026806294918e+01,1.252784729003906250e+01
4.187287596054375172e+01,1.252781996503472328e+01
4.187285316176712513e+01,1.252779389731585979e+01
4.187283547595143318e+01,1.252775944769382477e+01
4.187281401827931404e+01,1.252773203887045383e+01
4.187278811819851398e+01,1.252771175466477871e+01
4.187276984564960003e+01,1.252768644131720066e+01
4.187274956144392490e+01,1.252766573801636696e+01
4.187272919341921806e+01,1.252764050848782063e+01
4.187271561473608017e+01,1.252760916016995907e+01
4.187270119786262512e+01,1.252757940441370010e+01
4.187268057838082314e+01,1.252755149267613888e+01
4.187266901135444641e+01,1.252752433530986309e+01
4.187265434302389622e+01,1.252750698477029800e+01
4.187263456173241138e+01,1.252749491482973099e+01
4.187261444516479969e+01,1.252747781574726105e+01
4.187259441241621971e+01,1.252745283767580986e+01
4.187257572077214718e+01,1.252742257900536060e+01
4.187255702912807465e+01,1.252739173360168934e+01
4.187253607437014580e+01,1.252736516296863556e+01
4.187251729890704155e+01,1.252733632922172546e+01
4.187250103801488876e+01,1.252730741165578365e+01
4.187248377129435539e+01,1.252728000283241272e+01
4.187246910296380520e+01,1.252724840305745602e+01
4.187245862558484077e+01,1.252721722237765789e+01
4.187244571745395660e+01,1.252719232812523842e+01
4.187243021093308926e+01,1.252716634422540665e+01
4.187241084873676300e+01,1.252713910304009914e+01
4.187238000333309174e+01,1.252707850188016891e+01
4.187238000333309174e+01,1.252707850188016891e+01
4.187235862948000431e+01,1.252705545164644718e+01
4.187233775854110718e+01,1.252703240141272545e+01
4.187232501804828644e+01,1.252700356766581535e+01
4.187231294810771942e+01,1.252697221934795380e+01
4.187230288982391357e+01,1.252693584188818932e+01
4.187229283154010773e+01,1.252689862623810768e+01
4.187228335998952389e+01,1.252686685882508755e+01
4.187227288261055946e+01,1.252683316357433796e+01
4.187226039357483387e+01,1.252680324018001556e+01
4.187224698252975941e+01,1.252677457407116890e+01
4.187223290093243122e+01,1.252674741670489311e+01
4.187221856787800789e+01,1.252671849913895130e+01
4.187219660729169846e+01,1.252669804729521275e+01
4.187218512408435345e+01,1.252666384913027287e+01
4.187216911464929581e+01,1.252663719467818737e+01
4.187215260230004787e+01,1.252661883831024170e+01
4.187214807607233524e+01,1.252659645862877369e+01
4.187214832752943039e+01,1.252657952718436718e+01
4.187215218320488930e+01,1.252656779251992702e+01
4.187216358259320259e+01,1.252654742449522018e+01
4.187218110077083111e+01,1.252652236260473728e+01
4.187219694256782532e+01,1.252650819718837738e+01
4.187221697531640530e+01,1.252649025991559029e+01
4.187224580906331539e+01,1.252645782195031643e+01
4.187225980684161186e+01,1.252643896266818047e+01
4.187226567417383194e+01,1.252641716971993446e+01
4.187226835638284683e+01,1.252638883888721466e+01
4.187227506190538406e+01,1.252633988857269287e+01
4.187231437303125858e+01,1.252629479393362999e+01
4.187233172357082367e+01,1.252626579254865646e+01
4.187235041521489620e+01,1.252624408341944218e+01
4.187236893922090530e+01,1.252621793188154697e+01
4.187238637357950211e+01,1.252617619000375271e+01
4.187240079045295715e+01,1.252613905817270279e+01
4.187241688370704651e+01,1.252610477618873119e+01
4.187243624590337276e+01,1.252607233822345734e+01
4.187247212044894695e+01,1.252602422609925270e+01
4.187247212044894695e+01,1.252602422609925270e+01
4.187249232083559036e+01,1.252600125968456268e+01
4.187250941991806030e+01,1.252597209066152573e+01
4.187251905910670757e+01,1.252594862133264542e+01
4.187252190895378590e+01,1.252591744065284729e+01
4.187253087759017944e+01,1.252588885836303234e+01
4.187254931777715683e+01,1.252585759386420250e+01
4.187257035635411739e+01,1.252583035267889500e+01
4.187259390950202942e+01,1.252580570988357067e+01
4.187261427752673626e+01,1.252578048035502434e+01
4.187263146042823792e+01,1.252574519254267216e+01
4.187265107408165932e+01,1.252571501769125462e+01
4.187267345376312733e+01,1.252569414675235748e+01
4.187269574962556362e+01,1.252567092888057232e+01
4.187271561473608017e+01,1.252564771100878716e+01
4.187273086979985237e+01,1.252563119865953922e+01
4.187273455783724785e+01,1.252560538239777088e+01
4.187274034135043621e+01,1.252558576874434948e+01
4.187274704687297344e+01,1.252557269297540188e+01
4.187274679541587830e+01,1.252555810846388340e+01
4.187274109572172165e+01,1.252554897218942642e+01
4.187272860668599606e+01,1.252554620616137981e+01
4.187271335162222385e+01,1.252553941681981087e+01
4.187266976572573185e+01,1.252547982148826122e+01
4.187265417538583279e+01,1.252545844763517380e+01
4.187264252454042435e+01,1.252544101327657700e+01
4.187263204716145992e+01,1.252542106434702873e+01
4.187262374907732010e+01,1.252539382316172123e+01
4.187261595390737057e+01,1.252536507323384285e+01
4.187260958366096020e+01,1.252533439546823502e+01
4.187260346487164497e+01,1.252530095167458057e+01
4.187260732054710388e+01,1.252528368495404720e+01
4.187259944155812263e+01,1.252525954507291317e+01
4.187258376739919186e+01,1.252523339353501797e+01
4.187256968580186367e+01,1.252520933747291565e+01
4.187255208380520344e+01,1.252518377266824245e+01
4.187253531999886036e+01,1.252515376545488834e+01
4.187251914292573929e+01,1.252512350678443909e+01
4.187250439077615738e+01,1.252509576268494129e+01
4.187248963862657547e+01,1.252506793476641178e+01
4.187247480265796185e+01,1.252503985539078712e+01
4.187245829030871391e+01,1.252501278184354305e+01
4.187243859283626080e+01,1.252498503774404526e+01
4.187242425978183746e+01,1.252495109103620052e+01
4.187241126783192158e+01,1.252491907216608524e+01
4.187240389175713062e+01,1.252488453872501850e+01
4.187239442020654678e+01,1.252485243603587151e+01
4.187238704413175583e+01,1.252481790259480476e+01
4.187238059006631374e+01,1.252478521317243576e+01
4.187236893922090530e+01,1.252475319430232048e+01
4.187236030586063862e+01,1.252471983432769775e+01
4.187235284596681595e+01,1.252468915656208992e+01
4.187234270386397839e+01,1.252466334030032158e+01
4.187233214266598225e+01,1.252463886514306068e+01
4.187232082709670067e+01,1.252461531199514866e+01
4.187231135554611683e+01,1.252459393814206123e+01
4.187229970470070839e+01,1.252457055263221264e+01
4.187228604219853878e+01,1.252454255707561970e+01
4.187227531336247921e+01,1.252451380714774132e+01
4.187226391397416592e+01,1.252448514103889465e+01
4.187225008383393288e+01,1.252445505000650883e+01
4.187223181128501892e+01,1.252443216741085052e+01
4.187220658175647259e+01,1.252437165006995201e+01
4.187220658175647259e+01,1.252437165006995201e+01
4.187219023704528809e+01,1.252434298396110535e+01
4.187217481434345245e+01,1.252431113272905350e+01
4.187216249294579029e+01,1.252428020350635052e+01
4.187215327285230160e+01,1.252425128594040871e+01
4.187214514240622520e+01,1.252422069199383259e+01
4.187213868834078312e+01,1.252418808639049530e+01
4.187212997116148472e+01,1.252415564842522144e+01
4.187211345881223679e+01,1.252412740141153336e+01
4.187209619209170341e+01,1.252409814856946468e+01
4.187208470888435841e+01,1.252406696788966656e+01
4.187207272276282310e+01,1.252403352409601212e+01
4.187206132337450981e+01,1.252399999648332596e+01
4.187204405665397644e+01,1.252396948635578156e+01
4.187202544882893562e+01,1.252394031733274460e+01
4.187200960703194141e+01,1.252390754409134388e+01
4.187199460342526436e+01,1.252387477084994316e+01
4.187197976745665073e+01,1.252384300343692303e+01
4.187196501530706882e+01,1.252380972728133202e+01
4.187195009551942348e+01,1.252377661876380444e+01
4.187193970195949078e+01,1.252374091185629368e+01
4.187192478217184544e+01,1.252370830625295639e+01
4.187190785072743893e+01,1.252367360517382622e+01
4.187188882380723953e+01,1.252364116720855236e+01
4.187187029980123043e+01,1.252360889688134193e+01
4.187184909358620644e+01,1.252357855439186096e+01
4.187183769419789314e+01,1.252354343421757221e+01
4.187182495370507240e+01,1.252351040951907635e+01
4.187181523069739342e+01,1.252347730100154877e+01
4.187180751934647560e+01,1.252344201318919659e+01
4.187179980799555779e+01,1.252340546809136868e+01
4.187179142609238625e+01,1.252336766570806503e+01
4.187178413383662701e+01,1.252333397045731544e+01
4.187177516520023346e+01,1.252329935319721699e+01
4.187177340500056744e+01,1.252326222136616707e+01
4.187177591957151890e+01,1.252322802320122719e+01
4.187178187072277069e+01,1.252319122664630413e+01
4.187178849242627621e+01,1.252315560355782509e+01
4.187179368920624256e+01,1.252312123775482178e+01
4.187179972417652607e+01,1.252308578230440617e+01
4.187180626206099987e+01,1.252305200323462486e+01
4.187182369641959667e+01,1.252298419363796711e+01
4.187182369641959667e+01,1.252298419363796711e+01
4.187183316797018051e+01,1.252295468933880329e+01
4.187184389680624008e+01,1.252292040735483170e+01
4.187184993177652359e+01,1.252288838848471642e+01
4.187185303308069706e+01,1.252285259775817394e+01
4.187185839749872684e+01,1.252281881868839264e+01
4.187186300754547119e+01,1.252278847619891167e+01
4.187186191789805889e+01,1.252275737933814526e+01
4.187183828093111515e+01,1.252270180732011795e+01
4.187181942164897919e+01,1.252267825417220592e+01
4.187180282548069954e+01,1.252265294082462788e+01
4.187178522348403931e+01,1.252262737601995468e+01
4.187176359817385674e+01,1.252260155975818634e+01
4.187174482271075249e+01,1.252257448621094227e+01
4.187172043137252331e+01,1.252255017869174480e+01
4.187168992124497890e+01,1.252253257669508457e+01
4.187166335061192513e+01,1.252251556143164635e+01
4.187163736671209335e+01,1.252249536104500294e+01
4.187161616049706936e+01,1.252247096970677376e+01
4.187159772031009197e+01,1.252244590781629086e+01
4.187158104032278061e+01,1.252242126502096653e+01
4.187156436033546925e+01,1.252239922061562538e+01
4.187154273502528667e+01,1.252238346263766289e+01
4.187152479775249958e+01,1.252236653119325638e+01
4.187150627374649048e+01,1.252234976738691330e+01
4.187148707918822765e+01,1.252233141101896763e+01
4.187147492542862892e+01,1.252231355756521225e+01
4.187146260403096676e+01,1.252228648401796818e+01
4.187145296484231949e+01,1.252226402051746845e+01
4.187145053409039974e+01,1.252224532887339592e+01
4.187145422212779522e+01,1.252222864888608456e+01
4.187146662734448910e+01,1.252221322618424892e+01
4.187148481607437134e+01,1.252220258116722107e+01
4.187150082550942898e+01,1.252219352871179581e+01
4.187151532620191574e+01,1.252218087203800678e+01
4.187153058126568794e+01,1.252216544933617115e+01
4.187154365703463554e+01,1.252214826643466949e+01
4.187156025320291519e+01,1.252213074825704098e+01
4.187157601118087769e+01,1.252211021259427071e+01
4.187159445136785507e+01,1.252208238467574120e+01
4.187161473557353020e+01,1.252205874770879745e+01
4.187163191847503185e+01,1.252203988842666149e+01
4.187164541333913803e+01,1.252201247960329056e+01
4.187166175805032253e+01,1.252198037691414356e+01
4.187168858014047146e+01,1.252194475382566452e+01
4.187170551158487797e+01,1.252192270942032337e+01
4.187172118574380875e+01,1.252190016210079193e+01
4.187173836864531040e+01,1.252188121899962425e+01
4.187175689265131950e+01,1.252186101861298084e+01
4.187179192900657654e+01,1.252182279713451862e+01
4.187182118184864521e+01,1.252178382128477097e+01
4.187184599228203297e+01,1.252175029367208481e+01
4.187185621820390224e+01,1.252170511521399021e+01
4.187187700532376766e+01,1.252167527563869953e+01
4.187189301475882530e+01,1.252165473997592926e+01
4.187190676108002663e+01,1.252163747325539589e+01
4.187192411161959171e+01,1.252160738222301006e+01
4.187194305472075939e+01,1.252157385461032391e+01
4.187196526676416397e+01,1.252154778689146042e+01
4.187198580242693424e+01,1.252152716740965843e+01
4.187201027758419514e+01,1.252150705084204674e+01
4.187203274108469486e+01,1.252148718573153019e+01
4.187205252237617970e+01,1.252146790735423565e+01
4.187207205221056938e+01,1.252144728787243366e+01
4.187209359370172024e+01,1.252142985351383686e+01
4.187211379408836365e+01,1.252141417935490608e+01
4.187213424593210220e+01,1.252139590680599213e+01
4.187215922400355339e+01,1.252137905918061733e+01
4.187218118458986282e+01,1.252136263065040112e+01
4.187219996005296707e+01,1.252134997397661209e+01
4.187221295200288296e+01,1.252133497036993504e+01
4.187221429310739040e+01,1.252129490487277508e+01
4.187221647240221500e+01,1.252126598730683327e+01
4.187221102416515350e+01,1.252122357487678528e+01
4.187220314517617226e+01,1.252118015661835670e+01
4.187219643965363503e+01,1.252114570699632168e+01
4.187218713574111462e+01,1.252110798843204975e+01
4.187217690981924534e+01,1.252106490544974804e+01
4.187217037193477154e+01,1.252102148719131947e+01
4.187216492369771004e+01,1.252097949385643005e+01
4.187216416932642460e+01,1.252094311639666557e+01
4.187215679325163364e+01,1.252090715803205967e+01
4.187213969416916370e+01,1.252084136009216309e+01
4.187212469056248665e+01,1.252080984413623810e+01
4.187211303971707821e+01,1.252078008837997913e+01
4.187210239470005035e+01,1.252074949443340302e+01
4.187209007330238819e+01,1.252071755938231945e+01
4.187207775190472603e+01,1.252068621106445789e+01
4.187206920236349106e+01,1.252065553329885006e+01
4.187206308357417583e+01,1.252061999402940273e+01
4.187205369584262371e+01,1.252058445475995541e+01
4.187203693203628063e+01,1.252055176533758640e+01
4.187201949767768383e+01,1.252052108757197857e+01
4.187200466170907021e+01,1.252049049362540245e+01
4.187199116684496403e+01,1.252046124078333378e+01
4.187197959981858730e+01,1.252043165266513824e+01
4.187196702696382999e+01,1.252040424384176731e+01
4.187193509191274643e+01,1.252035244368016720e+01
4.187193509191274643e+01,1.252035244368016720e+01
4.187191992066800594e+01,1.252033643424510956e+01
